AEE Météorologie par satellite (espace vers Terre)
AEO Auxiliaires de la météorologie
AEP Auxiliaires de la météorologie (météorologie spatiale) (voir l’article 29B du RR)
AES Météorologie par satellite
AET Météorologie par satellite (Terre vers espace)
AMA Amateur
AME Amateur par satellite (espace vers Terre)
AMS Amateur par satellite
AMT Amateur par satellite (Terre vers espace)
ASR Radioastronomie
EPS Exploration de la Terre par satellite (passive)
ETE Exploration de la Terre par satellite (espace vers Terre)
ETF Exploration de la Terre par satellite (espace vers Terre) (espace-espace)
ETS Exploration de la Terre par satellite
ETT Exploration de la Terre par satellite (Terre vers espace)
ETU Exploration de la Terre par satellite (Terre vers espace) (espace-espace)
EXE Exploitation spatiale (espace vers Terre)
EXF Exploitation spatiale (espace vers Terre) (espace-espace)
EXS Exploitation spatiale
EXT Exploitation spatiale (Terre vers espace)
EXU Exploitation spatiale (Terre vers espace) (espace-espace)
FHE Fréquences étalon et signaux horaires par satellite (espace vers Terre)
FHO Fréquences étalon et signaux horaires
FHS Fréquences étalon et signaux horaires par satellite
FHT Fréquences étalon et signaux horaires par satellite (Terre vers espace)
FIX Fixe
FXE Fixe par satellite (espace vers Terre)
FXS Fixe par satellite
FXT Fixe par satellite (Terre vers espace)
INS Inter-satellites
LOC Radiolocalisation
MAE Mobile aéronautique par satellite (espace vers Terre)
MAO Mobile aéronautique (OR)
MAR Mobile aéronautique (R)
MAS Mobile aéronautique par satellite
MAT Mobile aéronautique par satellite (Terre vers espace)
MBA Mobile aéronautique
MBE Mobile par satellite (espace vers Terre)
MBM Mobile maritime
MBO Mobile
MBR Mobile terrestre
MBS Mobile par satellite
MBT Mobile par satellite (Terre vers espace)
MME Mobile maritime par satellite (espace vers Terre)
MMS Mobile maritime par satellite
MMT Mobile maritime par satellite (Terre vers espace)
MOE Mobile aéronautique (OR) par satellite (espace vers Terre)
MOS Mobile aéronautique (OR) par satellite
MOT Mobile aéronautique (OR) par satellite (Terre vers espace)
MRE Mobile aéronautique (R) par satellite (espace vers Terre)
MRS Mobile aéronautique (R) par satellite
MRT Mobile aéronautique (R) par satellite (Terre vers espace)
MTE Mobile terrestre par satellite (espace vers Terre)
MTS Mobile terrestre par satellite
MTT Mobile terrestre par satellite (Terre vers espace)
MXA Mobile sauf mobile aéronautique
MXE Mobile par satellite sauf mobile aéronautique par satellite (espace vers Terre)
MXR Mobile sauf mobile aéronautique (R)
MXS Mobile par satellite sauf mobile aéronautique par satellite
MXT Mobile par satellite sauf mobile aéronautique par satellite (Terre vers espace)
RAS Radionavigation aéronautique par satellite
REC Recherche spatiale (espace-espace)
REE Recherche spatiale (espace vers Terre)
RES Recherche spatiale
RET Recherche spatiale (Terre vers espace)
RMS Radionavigation maritime par satellite
RNA Radionavigation aéronautique
RNC Radionavigation par satellite (espace-espace)
RNE Radionavigation par satellite (espace vers Terre)
RNM Radionavigation maritime
RNS Radionavigation par satellite
RNT Radionavigation par satellite (Terre vers espace)
RNV Radionavigation
RPS Recherche spatiale (passive)
RRE Radiorepérage par satellite (espace vers Terre)
RRP Radiorepérage
RRS Radiorepérage par satellite
RRT Radiorepérage par satellite (Terre vers espace)
RTS Radiodiffusion par satellite
RTV Radiodiffusion
XME Mobile par satellite (espace vers Terre) sauf mobile maritime par satellite (espace vers Terre)
XRE Mobile par satellite sauf mobile aéronautique (R) par satellite (espace vers Terre)
XRS Mobile par satellite sauf mobile aéronautique (R) par satellite
